0.02,30,GDPWDU9XTO
0.20,93,97MH35LMIO
0.65,85,PQPWWL0O60
0.90,73,9F8B2OZ66F
0.26,95,MU1TNUQN8W
0.57,16,S3XEU39KB6
0.53,33,O4NF7THOT0
0.59,56,UWYI9R2Q12
0.37,11,ZZA7L4VOJJ
0.34,98,KZVDGBP6OF
0.71,79,J0TFDQUQQW
0.27,43,XASOZQUEX7
0.97,83,CW3815Y1H9
0.53,34,6OSV9ODT43
0.15,74,8CCPL5170R
0.90,47,H95HYTYXWL
0.59,9,LNF6X2DXXU
0.02,42,ULC9AB6Y0F
0.48,27,MORZ1BX16X
0.80,19,PU076WHJXQ
0.68,29,5YUDAL0XVP
0.98,68,QS12OUGJ26
0.72,92,Y750C2V2FE
0.21,58,XD5UCQ16CF
0.67,84,9MO3CIY44M
0.94,52,RZTQKSBNS4
0.78,36,UBYSX90HG6
0.43,62,GT7D9ZO4P9
0.40,35,4QH6UW1A96
0.29,75,I578ZCK3PS
0.09,89,U5U0ZNQZRP
0.04,45,3GA1XJBP5E
0.39,16,5CDNCREY5E
0.58,39,MGUL931PTS
0.77,45,VFQEDI91MY
0.15,78,C6V6M8BZ73
0.72,0,OTYHICXHHY
0.11,49,YB0XQ7F05J
0.92,44,VIOORXFJH2
0.83,34,ZJBXI63AHD
0.21,20,NOFZCL1O8M
0.07,42,EPOUNPECTZ
0.49,36,VUY92C82WQ
0.80,88,3I3M0Q7LCC
0.60,57,DY4ID8IN2U
0.66,25,HW2FB78UCX
0.56,59,DR1FP8NHW9
0.89,89,O2X6VE61VG
0.18,48,PP0Y8A8M0I
0.58,45,L3X5EDU9VH
0.73,33,I6CJKSZ162
0.89,90,3297Y5XLEO
0.72,59,IU7QBXFXEG
0.12,96,IJ2N4QQN28
0.13,70,S8JGG4T2UF
0.75,50,GW5ZU7UYLA
0.99,16,LPEP4C99ZV
0.78,28,S2NVXMMWIM
0.01,22,S499Y122BA
0.19,59,3HGGAYI3WZ
0.95,63,2GCKYX87Q9
0.27,44,9BUY5VJGKA
0.87,4,TVMHA3NZ0C
0.03,7,HQ8BIOEUOD
0.49,56,G2W4YSDZEE
0.21,21,AEMGZ2Q9VZ
0.38,72,9NIJ6MMXYM
0.66,47,2KPHF3KZU2
0.55,73,LODWBAVYE8
0.23,32,KO5KO9M52N
0.13,51,ABQ9GGVPKK
0.13,55,TQRCQN0TUV
0.36,71,8LDISPBOAS
0.96,7,T2TVSKN9GD
0.43,27,BNK6UMJ7K5
0.87,30,LNTRZBX2EB
0.05,73,TOV46Q7CQ7
0.44,98,ZS5A1T4U8Z
0.29,98,7B88CJOMAN
0.55,42,DTQZGN5299
0.20,26,EUK6KLGG2N
0.83,19,CBRMUZRVKD
0.26,92,EI7N0WJW5Z
0.45,49,DI8R108QE5
0.80,25,7C8F8KEYUO
0.03,80,6LJXZEZAYH
0.81,3,Y1R3MQQXTT
0.68,95,67BLSKT72R
0.68,73,AUTJKM77IP
0.28,74,Q5JUJD137W
0.04,45,U9ESE8ARY1
0.58,95,QZHMXECN5K
0.85,99,AN6PV21N4B
0.55,75,EYZ38KM2AG
0.30,13,898J8LMGMT
0.98,96,F4UA2BLW98
0.88,57,2ONE9N1XPR
0.28,28,V5C4Q4MOCJ
0.39,6,Z9YQHHLZYR
0.76,15,GQWO6JHLDQ
0.98,33,MKX35WSDFH
0.99,33,BH6VGJI61L
0.56,27,65DYMM1JPU
0.02,61,RTL01I1956
0.10,24,18WCQD7ON3
0.56,4,YFKI8NF9D3
0.38,82,WN9SRCQO2N
0.54,39,XN0VEK5ZON
0.08,15,HIZOZYLMNC
0.00,78,SW2938C4VH
0.81,36,88K4IWTWV1
0.85,11,U255KFTFRC
0.87,78,VJBBRAXY25
0.20,72,SYIV3UDZSI
0.52,74,YN2DCLOA4X
0.43,18,7X1ICTZCW2
0.89,18,E5LB5U69J1
0.35,55,629P9UDSGB
0.99,92,6J52WYUXK8
0.26,22,7G5KXXCY7I
0.82,40,C9D6L9NB58
0.67,8,SGX51PSSO4
0.72,50,4IYYXG5O2K
0.30,73,1CCYESPRL4
0.31,7,UROBP6HBPB
0.27,23,P3AQAX6KY4
0.80,18,2Q89KNFEDW
0.44,19,94LQJ00MW5
0.20,13,1VHFHI1ORP
0.60,37,A6YRN8TAO6
0.48,6,60WIIKQQ1R
0.72,8,9UN116HK0P
0.68,1,0TD2UILG0M
0.83,61,KUYD7Y9XKY
0.26,90,N7HHFTP266
0.62,28,19APUDOX14
0.25,32,F8KBDWWKGU
0.32,65,WNDWZ60LZQ
0.88,4,WWIT3HQH3P
0.82,12,FV1A80VHS4
0.27,53,LJ4MD6YQPN
0.11,71,80UTTV1Y54
0.43,95,DT2ERNN6FD
0.10,49,GOH2A3BH2T
0.96,72,0MZEZUVBX8
0.80,24,QGGS8I611G
0.70,38,6GDHHQW58O
0.73,71,HFOLPH1MDU
0.38,79,4CRI39D9HH
0.53,45,DUZKXIZ2LL
0.18,2,E4B3ISKDGD
0.06,93,IPZPXJWGCE
0.10,8,OP63GR3XTE
0.49,31,CKKBEB869V
0.81,3,UH8C57KGCD
0.54,95,0ABWNFBXZG
0.25,64,62B8O6RWGW
0.67,34,FNZ94WTYXQ
0.81,25,19CD0T0M07
0.25,67,Y15IU6DQT6
0.25,30,6ZN6XXSFJQ
0.56,91,EYQ5KQT6AB
0.68,30,Z5VKXVK1RC
0.27,78,NIECL0VUF2
0.09,16,JBWPG7J3RI
0.05,54,AI3APLZ777
0.71,56,EROYEO0R81
0.21,3,NE30GZR9MS
0.08,13,U0FRW152C3
0.58,89,IF8WU2K3PC
0.77,59,64BY4FCLH0
0.97,50,X2MCPK8F7Z
0.29,48,HNYJ7AW0Z8
0.78,94,CLAO1EMGSR
0.40,38,LA4XSX9M5Z
0.50,64,9U0WFI11W5
0.29,9,96EHAYICSV
0.76,33,D05IHUFPL0
0.04,50,QYMDA2I1MS
0.63,54,42L4PH0FR9
0.30,69,6K7AMG35DC
0.20,0,S2V6OU0B0U
0.10,75,PSAS7WGVJS
0.63,56,JOU4ESIJ2D
0.20,43,QHBSPSLNQA
0.33,6,68UZ1PW2K2
0.30,13,FJDXC3BJ1S
0.45,52,6UJZH6VERG
0.80,7,LO1CU4OXTP
0.68,19,4FDWBB3SHA
0.07,32,TZV0Q10J6Y
0.75,72,9IFDHUS2TB
0.55,93,7CAXS6WX8W
0.07,48,1XL20RLE0B
0.89,1,VESS55XUIF
0.77,92,50FKZECCFS
0.89,89,GR01K8ZGLM
0.06,98,L1U1OM0STL
0.16,44,IZ07LK1N30
0.27,58,3Z6WY3W05M
0.20,6,U0JFWHMQF6
0.85,18,4XL5MN83JO
0.30,79,PND4BEYX42
0.50,16,28SEPQNT20
0.76,69,ZPPNPVRDP1
0.42,77,4A86MSBDDY
0.94,48,NNE216ORYB
0.58,30,1LDA21BOWI
0.50,49,CIHAUI2FXA
0.41,99,TJCYUFEURG
0.34,46,NDCICDMSPI
0.13,76,NY3IUKMOCK
0.76,61,MORQAAPZPW
0.39,7,V1NDHL8EIZ
0.98,70,SG9HZ5U6CD
0.89,3,FBEMRCZYSB
0.68,20,7U0FNOQQ24
0.26,17,QW24ALTL58
0.32,80,Y5Y3MSYT23
0.02,76,XIIDRVMZRX
0.50,23,OBOYHSZ507
0.61,77,49BAFQFABH
0.41,94,X4LJOGKNB5
0.05,83,QZ6LMTB4HX
0.83,27,RBIMSFE7K3
0.47,29,D4YG2UEAWR
0.64,62,ZBS1LQY5KB
0.15,12,BJQZGZ7R6O
0.24,79,M08GR5CQTY
0.62,16,8MUD775PAK
0.11,78,59CUTB49DI
0.50,32,8AGL5IJZJO
0.17,87,QRII7NPK4C
0.99,64,CNQ3TEBM8N
0.28,9,JY34TDU9G2
0.90,56,ZRN9MA6SCV
0.23,90,993ZHZ19GR
0.44,50,IAC1O7FRY4
0.81,24,NHO9GANCO7
0.23,86,ZTWK3AWJ1Q
0.17,4,2HYCP3AGL0
0.80,19,ZZVFKOFCDC
0.86,75,8ZL1VOSV0M
0.26,75,82ORVW1WNK
0.88,51,EBU7BNA3LU
0.64,68,P4DDAUG9XB
0.29,68,6P1TH24N8S
0.02,99,SJXEKQZO9A
0.59,22,2DWXGEXM54
0.85,88,5KYUF7HRBZ
0.07,59,TV3U1L9T56
0.49,74,6YO3AE6YI5
0.25,32,3HEDSR0Y0I
0.64,69,H3CH0UBK8S
0.26,0,BBB0M2SYXO
0.08,46,W6KRIVL14S
0.87,68,NUT7I1RDYI
0.17,81,SNOT9P932Y
0.17,43,T4R1IDF9AI
0.89,30,3QO1L7YYDG
0.43,43,OMY3CT5YKC
0.98,23,099BKYT087
0.56,10,OLWU94UJRX
0.61,44,3RRS0K6PI8
0.05,42,WO3N6CJMV6
0.94,65,JWYNNJSC1M
0.24,67,MFBNIX4NHV
0.40,11,DJ168X8F1C
0.09,45,AP56UAF7IH
0.68,44,W3JFQXIZK6
0.12,96,RT5TR8TXIV
0.24,58,7PTYWZ8PS1
0.42,91,0JNLVVJY1X
0.65,65,525QCK1Q29
0.28,30,565A1G2DHG
0.70,89,M4S7TH8LQB
0.20,9,976UCI80R2
0.62,68,URH9DPAE9E
0.65,66,OUOWOK0411
0.44,90,8TD87JZAP3
0.11,47,VETIKOUS5G
0.85,28,WUZ0NQYCH8
0.48,38,HJVTPGEK2M
0.35,40,PBDHK18OF0
0.76,94,9AWZUGCVGF
0.38,37,U5VSGABYC9
0.33,43,18OL4LRHJY
0.73,37,6RG4XK8T0N
0.42,30,H0HRZMHSI4
0.27,99,93EEOWZ2FL
0.97,87,8VMUXT5WNC
0.45,91,WFVGN983WM
0.41,36,WS5IUS2VR0
0.98,28,GJZXWCL4ME
0.55,53,RCFEW4XZEH
0.24,8,3WOAONTV60
0.16,49,0XYXZWIU8H
0.93,61,6M0KMENVS2
0.76,20,0IAJ723E2S
0.54,95,GQHKK4BQQE
0.42,20,EZZHZONZQE
0.87,40,XFLMM14ZLB
0.00,80,APHBN8AFF1
0.46,70,N6EIMOOT7L
0.65,41,C76BY18UP1
0.27,65,OSFYBQNIN2
0.74,17,FOQGU2VLFN
0.59,27,AUCG71UPJC
0.42,85,YQ6S74JS3A
0.37,5,3RBG2XLJGG
0.02,36,N9EK66WU6E
0.34,64,AA4OO2HQ2O
0.18,36,BHAY7SE1UA
0.54,3,O81BCD40W7
0.08,26,7MF37Y25Z4
0.66,27,0ZMUTC5DXV
0.55,79,UMFOG8T272
0.26,32,467SQ3CGT7
0.02,11,8B6V4ALP8J
0.18,15,XDURA6T9ID
0.53,15,2S3INYC86U
0.78,58,71MQQBJ4J1
0.57,34,K7XJ2UO6BX
0.23,89,5GLU2JPGJB
0.62,93,IE549SWRHV
0.19,28,9IUX338BG5
0.41,75,A2ZT4OOSLP
0.34,20,IX6WIADNR2
0.29,92,GFYU4AA8HT
0.28,56,J2H7MGMRUY
0.48,29,PI85JE8GDG
0.19,52,EHXR3O0PI1
0.67,45,PVZYIDFNF6
0.09,79,QO7S8IHMJ6
0.77,86,NKELXLF35H
0.75,6,UIGLRBQS0P
0.08,63,C6DGPTOBKK
0.34,19,NZL1BWXLE4
0.22,32,7EPWBG25JX
0.45,71,QE66852ONO
0.66,70,0O4BV6R1OX
0.89,33,J8KMCS48MC
0.25,88,TBW9SF6P1X
0.73,21,NBPO7LIPBO
0.69,38,RSAEOVL44A
0.87,80,NDDSDE0AOV
0.23,48,1CRW9ATUTS
0.66,58,DQCOO8WTZJ
0.64,57,BTO4XUN8YD
0.59,72,Z40CVO7I2B
0.76,1,42J8MIAD78
0.04,39,D1B62RVHYJ
0.83,90,5AAP5EPZCU
0.99,96,KGVHR2N963
0.25,31,HLZLS3CNOF
0.18,67,WMGNTV2T83
0.96,18,EIBRHYT5ZK
0.94,19,DMYGN6COW4
0.09,58,CJCNQHDWB9
0.21,50,003055S2ND
0.75,16,SNULLBWI09
0.40,76,YFEK0GDNU7
0.38,99,HU0VU964H0
0.53,84,Q1EWJ6EJFW
0.88,69,XR68OCRNXC
0.23,39,83236520OV
0.16,39,CB1J96LRIU
0.62,68,HHWL8O7UHF
0.71,23,FP6ESEVIMK
0.74,30,MYSH9YW8CQ
0.66,67,KAX288XVXS
0.59,42,GMOTNC5LKL
0.91,33,2D5XKPL8Q0
0.44,38,OQTHRSQLMS
0.47,73,WK3FJ4IXT4
0.66,64,D0I62DM6SF
0.31,46,VM8JA5BYXQ
0.91,87,YCOBLPPZK1
0.09,99,S3ZMSPBN79
0.81,45,HCAQTXB08T
0.59,38,Q1THJMIMXM
0.98,89,TU84POTGUR
0.03,61,BDFINUHYJY
0.58,86,LIA9RW8R25
0.01,26,IU8QHIKE9R
0.60,44,KS4CLV6BTR
0.08,21,1IPLABJUJ6
0.93,1,EA8KZGJC0H
0.62,98,M9A2DLH91A
0.47,0,LNB08ZDTTN
0.75,56,KL0ISBSLTL
0.82,82,8229T9NR1N
0.80,97,S2GPXELOAI
0.89,20,CHU2OTFW4D
0.60,37,S08X8WCB2G
0.91,20,Q3NHJLEIT3
0.21,43,K35HQ5SWHO
0.20,64,M04ZLM4H9N
0.77,2,ZK2T10LSZ6
0.77,72,L7DGLJF3BU
0.85,34,UTXWM2QZ8Y
0.43,47,DW750ZO21B
0.38,63,QYCJMW21JU
0.06,31,RY087J8KLT
0.63,26,WOZ1ZDLW6G
0.07,28,ASAZ4CJBIC
0.37,32,UB6IVNPQZ5
0.94,35,GUP9W3MOMZ
0.60,3,HLUDIC6D7N
0.04,58,UC7WPNUK57
0.04,26,2G5VCJ6AIW
0.34,89,0FF9R2V8AL
0.27,82,S8GVACXS9K
0.86,65,0CHGQZXQMC
0.87,6,7VI8LNVU3S
0.35,73,3DWSR733AO
0.56,4,8WAMTAZ1MA
0.44,79,EUY9EJQD80
0.22,86,80RV1CFFTT
0.26,38,Q93HL9NPLA
0.24,50,TIOTPH3FKP
0.22,66,FSJKI6AYMT
0.92,22,0LA4T0GDAC
0.81,83,7QYE3URHQS
0.89,75,38EMDRATVZ
0.10,19,K2Y5AY9TQ0
0.11,86,U646YQINOZ
0.79,13,7L8JYEKW1J
0.12,51,4EFEHPBTGO
0.84,76,NYSC799CKL
0.26,51,O7JO7GH5KC
0.63,94,BDPBWJGDAL
0.77,78,KNFER75QGP
0.29,78,6WQ096YIGW
0.52,3,MSIO4R8JKD
0.89,23,TAXHN3EMUI
0.47,79,SUEZMY3NKQ
0.64,95,QRE1TN9ZE5
0.56,0,KU9X2PPRH9
0.09,28,2ZY99N7ZRG
0.25,33,Z0TB5NZIHX
0.56,64,VU7G8DCWEE
0.21,73,WLLS8ZZ0ML
0.96,84,GX1EEV9LJ7
0.46,69,0PTNC6FAYZ
0.16,82,9WT62C938H
0.10,16,4VIWZ3702R
0.02,14,VDDVYLU473
0.88,9,7S5ZN85CN8
0.93,90,4M150XE2JP
0.16,26,4FJTIJ57MY
0.48,85,WZVNPGEH9M
0.61,51,XD98QST20H
0.73,95,BYNJPFTTUD
0.99,39,OMQ36MFH98
0.59,48,U996CV3WZY
0.20,34,SNN6H3N7CB
0.59,78,JNPPW2E8CG
0.84,62,27YLT7TZ0F
0.50,50,NJUX5POCPQ
0.65,11,4QWJ5S628C
0.52,96,6651YJJJC3
0.77,43,VRKG2N4C2N
0.22,19,434PNO33MW
0.05,8,CJ3EAG5LGZ
0.57,42,PK7CBJV0C8
0.74,87,B2ZUTYLO87
0.65,77,MOXQJ3WA0R
0.77,73,L7P15A13EW
0.42,8,3K826V64X9
0.69,34,S53NBKR3WR
0.30,67,GH748ZSF7V
0.45,77,PO83L8NG0X
0.39,42,JGB9OPHJS5
0.53,62,U6V5B5VQV5
0.24,76,G5NNC3D1TI
0.04,17,E7O9WML5XF
0.18,54,4ACTFJ3T41
0.30,68,Y40HWVCZAS
0.03,0,EOMIE84MOQ
0.82,10,93XV60B6BJ
0.45,98,KYQXGMFAFT
0.23,76,HI1ZTR0UNG
0.52,84,W5WZFGWE79
0.84,21,VYB0DZ53EL
0.49,33,0YSTCJFRL8
0.35,60,CN2OUOKDVY
0.29,99,HU4HKU1GQV
0.62,17,09Q0FF3FH4
0.80,52,FQ3UU6RJO4
0.25,39,057B4PKRAX
0.57,55,WD50VI5FLO
0.56,56,QMDGOSKJ5S
0.13,49,4NHOC4O8QA
0.14,50,ADD80Y48U7
0.32,44,QXBS9Z0UF8
0.54,22,G1CEEHJ8OQ
0.73,71,7M9XVOEWDM
0.17,27,EZ9LWDA2ZT
0.90,58,5MZQOAWF8F
0.97,83,AGR7B5GXG7
0.65,16,S59F7XSNKS
0.54,77,J7PZV7VIFU
0.28,18,5MRHPYGRHY
0.96,87,0DRBV8YJSO
0.58,54,JI2N0J2X74
0.84,45,UBY1KWV9OG
0.79,36,ZG5BEULR19
0.68,19,ZDVFURMNAW
0.50,20,76U2OXNPNE
0.38,4,VHEKNA13GK
0.58,7,D3V1FFQVPS
0.62,94,U6VFQIAFO0
0.31,77,MOQCVSWH63
0.49,3,Q4FDPWUB8B
0.71,98,XP4D21866W
0.10,16,9WWJDPNGJ4
0.57,89,DCWLB2K6XS
0.92,50,AU47YMD576
0.33,58,MHRBQ32N0M
0.73,7,PI3H2JDF4M
0.48,11,EG2HWARLX4
0.81,99,FEL4LHNVG1
0.11,6,HD4NBIQGCH
0.36,32,K4YHICZVS8
0.71,24,WWQRGGQ32Y
0.02,2,I0668UNDKY
0.28,68,RJKV5SHO4N
0.16,6,UPJJ6MESQZ
0.25,83,MHK4RTP9R0
0.36,48,MZMRG8WAML
0.58,45,N9BXJS992T
0.53,67,AXCJIXNHFJ
0.29,80,BXGECW8CSG
0.90,86,YRYQ7IMD1O
0.33,84,1DKFRJ96PO
0.17,83,52RECZ9XDV
0.01,44,P3392GLAYE
0.36,97,8Y1GXPR7YW
0.45,64,6K6FXR3038
0.83,11,FFL6VCOX6C
0.79,48,UA3K8DSKLJ
0.80,9,SJG8E52FVO
0.81,51,0RH0GNRRIZ
0.23,43,UOO8T94KUC
0.04,73,YK88ZGNYDY
0.86,15,1ZVNKIZELW
0.40,50,GXP52JPVJP
0.47,44,61BMQ214D5
0.64,67,Z3KYVZRGS6
0.13,50,NERQREVRXV
0.87,90,RYR2S956RD
0.12,78,FKNZLXDMZ3
0.86,69,PB9TFTB4WX
0.58,59,7SOEQANFZ0
0.81,12,T153SWMPAT
0.01,31,4TXSEVEBFO
0.19,29,X4N1591IET
0.01,18,7DQIQR9TTY
0.25,54,58IXXCX6Y9
0.50,84,VHAA6TR50I
0.92,60,T3XGK0RU2Z
0.58,57,5O38WUVJRY
0.04,86,B9XIWJIXSC
0.48,66,G1GM229CCG
0.74,21,PYBIEVJVUL
0.59,36,PFDT9SN0SW
0.03,91,VKLLMSNRJW
0.43,30,IDAP9OSVMB
0.18,23,JLPWIGQ3JF
0.06,49,UAECD7551Z
0.27,99,NVTIK5KQOL
0.08,26,IVFVKX3XFE
0.43,12,C2JGPEY0JI
0.50,80,S7YYIENF4A
0.20,77,H802JQNEIM
0.59,73,I22I5LPAYN
0.26,19,8HNNC271QU
0.10,25,JXBB3FXGAL
0.55,2,SC2WV5UJDL
0.98,98,M4J7KXSL0K
0.80,42,MJTJEI0JMB
0.94,34,A6JIGBVOJP
0.68,3,QLSCYF556I
0.90,68,SZMKH5QSHS
0.05,17,SZ97RKI6F6
0.83,31,53WDMR54HI
0.34,60,N8HOR3MYSJ
0.99,74,W0CCZU6M07
0.18,58,DYXVLLNUQP
0.00,36,HBZWQ7ALGX
0.13,17,F95XQCDFX4
0.79,60,C4RH9MZKXC
0.24,2,2CJ9GHCVH1
0.67,2,BJ47RPX478
0.38,63,3D3LX9U4RI
0.03,30,KJXSWV6MZ5
0.66,6,RAMSNYGY3I
0.95,20,PU3QY2E1JS
0.34,47,Y3MBDN30Q6
0.72,75,GOYR7A5OPJ
0.62,51,GIUF1K1U2I
0.69,43,QUTNQ8DSYU
0.19,47,TAXZEYEFR6
0.56,7,TY92TB0SLS
0.43,95,FZ89JUETJL
0.50,97,02U09P6A0M
0.88,66,OQDXWBR7X2
0.61,44,D8M2YYDM51
0.33,88,MYE3MVGCS7
0.73,32,UPY1SCXTR4
0.51,31,9OJ609JODC
0.11,84,SLKY2PEWOI
0.02,44,OUD9RYS94Y
0.08,30,ECUXXA5NZD
0.55,49,L81TGFSHXG
0.92,16,2NMCB5Y4IS
0.05,26,RMBBGGP29N
0.72,34,DK0ODDPNX5
0.60,15,W7STKSH7NU
0.37,70,2MT9TMCXZY
0.35,99,65RDETSMNK
0.26,99,FED7PFUCMQ
0.98,68,B9V95454LS
0.18,64,WTEI9E824K
0.66,2,7WE1AWQ2CK
0.99,46,MA2ZV7TOYA
0.60,12,295EG43XM9
0.58,99,8DUPHT7ICS
0.94,2,J5AQNQ0RJW
0.27,0,0CW1WNKY8H
0.64,50,VGH5QQAJ0Z
0.93,52,V0RK9VIY4E
0.54,35,QS0Q7EL7PF
0.79,37,1KMGHN3LMY
0.41,42,8229DV11AW
0.57,4,6JEFI5EF73
0.48,96,6OMOZ41QOK
0.77,25,UZQH30WUFK
0.81,81,Q949396Z1A
0.72,6,LAT1GMVKAU
0.19,71,UV4DT9JL3W
0.51,66,GZTUICGAC3
0.10,8,P0R24XEO3O
0.59,83,MSLN5HFR77
0.60,27,BTGLM7RNUC
0.10,76,JT0LZ5KFNL
0.94,39,UT0GN2H03B
0.18,11,OMZ73658GV
0.35,46,NG9CCBVWUB
0.39,91,02REC0NTBN
0.81,41,TNOTLNI8FS
0.34,3,3DOWVNH6DQ
0.64,86,B6GTPVD9HT
0.65,69,E1W4J2N8HX
0.64,83,2QB75GOG7R
0.41,3,VIVH438AE6
0.05,0,O3WH1VTIKQ
0.35,43,UAGT2F4R42
0.58,45,J4XGKAH8L5
0.68,15,AUENISF3QW
0.69,58,Q4W7L5F80J
0.93,78,Z1L000NK7S
0.65,20,LXIEBGOND8
0.18,54,JC15Y6HVT5
0.08,98,YFFM4YMBW1
0.92,74,FD0RFHMXYF
0.70,47,R5M6QLRYCQ
0.36,90,XMV1QT4QYB
0.03,45,JD85ORDTIX
0.68,22,F746Z640NI
0.38,37,LA7IDVJ6UD
0.74,81,HUDQZRX75M
0.83,88,TE745R3PPE
0.69,76,A0R6E7D6RJ
0.38,84,Q6I96Y16OP
0.98,10,GX8VKGALCX
0.60,95,MXBMJJS0BV
0.77,47,PT9VE5OZ23
0.56,35,5K8KF57NWE
0.10,82,PUIUCNO3AJ
0.44,18,3FVB3VWFNR
0.42,44,EANVDN1VCI
0.55,55,AV2O8C7VT7
0.45,49,KW7JVFRMTG
0.03,53,X46QOMJFUL
0.68,99,JNIKYE44BC
0.19,58,0J2YK13MN7
0.42,88,P4GEDPNPFB
0.95,3,ZVR36076AL
0.63,4,L358G9WY41
0.80,34,L1J5TB06UD
0.73,36,V003U2PD0A
0.06,29,4ZBRQTTEKZ
0.25,87,8JK7TGOBC4
0.09,64,P2O1H6TMGI
0.09,97,P9X6NSMMMR
0.57,27,2FFD60W2LN
0.90,37,ES5H02RONK
0.10,87,I9JU63JC9O
0.66,14,LPVH12RV07
0.65,30,C2RZ925TSZ
0.76,17,JDJBYO04SW
0.00,18,5ZS4TAR17D
0.70,16,F2CHG9CT3C
0.57,46,EO2AA1EIJG
0.21,93,WCMPL32RX9
0.60,12,TDOGERMDGZ
0.29,35,H4ITGL0ZPQ
0.52,79,8N03DVBDMQ
0.72,99,VSWEDSWX0U
0.96,17,C3HS48UEVZ
0.62,9,VGY1Q2V3WU
0.13,40,NGG25W2YYZ
